,formula,spacegroup
34006,Sr2U4O11,Cm
34007,Sr3UO6,P2_1/c
34008,SrUO4,C2/m
34009,Sr2UO4,I4/mmm
34010,Sr3U6O28,P1
34011,SrPuO3,Pm-3m
34012,SrPuO4,R-3m
34013,Y4Zr3O12,P-1
34014,Y4Zr3O12,P1
34015,Y2Zr2O7,Fd-3m
34016,Y2Zr2O7,P2_1
34017,Y2Zr2O7,C2/m
34018,Y2Zr24O51,Pmm2
34019,Y6Zr22O53,Pmm2
34020,Y2Zr8O19,P-4m2
34021,YZr4O9,P1
34022,YZr5O11,Pm
34023,YZr9O20,P1
34024,YZr5O12,C2
34025,YZrO3,C2
34026,Y2Zr9O22,Pm
34027,YZr4O10,I4/m
34028,YZrO3,I2_12_12_1
34029,Y6Zr22O53,R3m
34030,YNbO4,C2/c
34031,YNbO4,I4_1/a
34032,Y3NbO7,Cm
34033,Y3NbO7,Cmme
34034,YNbO2,I4_1/amd
34035,Y5(MoO6)2,C2/m
34036,Y2MoO6,C2/c
34037,Y2Mo2O7,Fd-3m
34038,YMoO3,Pnma
34039,YMoO3,P6_3/mmc
34040,Y4Mo4O11,Pbam
34041,Y2(MoO4)3,Pbcn
34042,Y2(MoO4)3,Pba2
34043,Y2(MoO4)3,P-42_1m
34044,YMoO3,P6_3cm
34045,Y4(Mo2O7)3,C2/m
34046,Y2Mo4O15,P2_1/c
34047,YMo3O8,C2/m
34048,YMoO3,Pm-3m
34049,Y2(Mo2O7)3,C2/m
34050,Y2Ru2O7,Fd-3m
34051,YRhO3,Pnma
34052,Y(PdO2)2,I4_1/a
34053,Y3AgO5,R3m
34054,YAgO2,P6_3/mmc
34055,YAgO3,P6_3cm
34056,YAgO3,Pnma
34057,YAgO3,Pm-3m
34058,YInO3,P6_3cm
34059,Y2Sn2O7,Fd-3m
34060,YSnO3,P6_3cm
34061,YSnO3,P6_3/mmc
34062,YSnO3,P2_1/c
34063,Y(SnO2)2,R-3m
34064,Y(SnO2)2,I4_1/a
34065,YSnO3,Pm-3m
34066,Y3SbO7,Cmcm
34067,Y2Sb2O7,P3_121
34068,Y2Sb2O7,Fd-3m
34069,YSbO3,P6_3cm
34070,YSbO3,P6_3/mmc
34071,Y3Sb5O12,I-43m
34072,YSbO3,Pnma
34073,YSbO3,Pm-3m
34074,Y6TeO12,R-3
34075,Y2TeO2,I4/mmm
34076,Y2TeO6,P2_12_12_1
34077,Y2TeO6,P321
34078,Y2TeO6,P2/c
34079,Y2TeO6,P4_2/mnm
34080,Y2TeO6,C2/c
34081,Y2Te4O11,C2/c
34082,Y2Te5O13,P-1
34083,YIO,P4/nmm
34084,YIO,R-3m
34085,Y3I7O,P6_3mc
34086,Y(IO3)3,P2_1/c
34087,YI3O11,P-1
34088,YIO9,P2_1/c
34089,CsY3O5,Pnma
34090,CsYO2,P6_3/mmc
34091,Cs3YO3,P2_1/c
34092,Cs3YO3,C2/m
34093,Cs5YO4,P2_1/c
34094,Cs5YO4,Pmmn
34095,BaY2O4,Pnma
34096,Ba3Y4O9,R3
34097,Ba3Y2O6,I4/mmm
34098,Ba3Y2O6,Pbam
34099,Ba4Y2O7,P2_1/c
34100,LaYO3,Pnma
34101,Ce6Y26O51,P1
34102,Ce10Y22O53,P1
34103,Ce6Y2O15,Cc
34104,Ce14Y18O55,P1
34105,Ce4YO9,Imm2
34106,Ce2Y2O7,P1
34107,Ce5Y2O13,R3m
34108,Ce3Y4O12,Cm
34109,Ce4Y2O11,P-4m2
34110,Ce2Y2O7,Pmma
34111,Ce4Y6O17,R3m
34112,Ce2Y2O7,P-4m2
34113,Ce9YO20,P-1
34114,PrYO2,R-3m
34115,Pr2Y2O5,P4/mmm
34116,NdYO2,R-3m
34117,SmY15O24,C2
34118,SmY3O6,P1
34119,Sm3Y5O12,I2_12_12_1
34120,Sm11Y5O24,P1
34121,Sm27Y5O48,P-1
34122,SmYO3,Pna2_1
34123,SmYO2,R-3m
34124,EuY2O4,Fd-3m
34125,EuY2O4,P2_1/m
34126,EuY2O4,Pnma
34127,Eu2Y2O5,P2/c
34128,EuYO2,R-3m
34129,Gd3Y13O24,C2
34130,Gd3Y13O24,P1
34131,Gd3Y5O12,P1
34132,Gd5Y3O12,I2_12_12_1
34133,Gd3YO6,R-3
34134,Gd3YO6,Cmc2_1
34135,GdYO2,P6_3/mmc
34136,Tb2Y2O5,P4/mmm
34137,Dy29Y3O48,P1
34138,Dy11Y5O24,P1
34139,Dy3Y5O12,P1
34140,DyY3O6,C2
34141,DyY7O12,I2_12_12_1
34142,DyYO3,P6_3cm
34143,Dy2Y2O5,P4/mmm
34144,Y13Ho19O48,P1
34145,Y13Ho3O24,P1
34146,Y7HoO12,I2_12_12_1
34147,YHoO3,P6_3cm
34148,YErO3,Pnma
34149,Y5Tm11O24,C2
34150,YTmO3,C2
34151,Y11Tm5O24,P1
34152,Y13Tm3O24,P1
34153,Y7TmO12,I2_12_12_1
34154,Y15TmO24,C2
34155,YTmO3,P6_3cm
34156,YTmO3,Pnma
34157,YLuO3,P6_3/mmc
34158,YLuO3,Pnma
34159,Y2Hf2O7,Fd-3m
34160,Y2HfO5,Cmcm
34161,Y2HfO5,Pnma
34162,Y2HfO5,C2/c
34163,Y2Hf2O7,C2/m
34164,Y2Hf2O7,P4_12_12
34165,Y2HfO5,P2_1/c
34166,Y3TaO7,C222_1
34167,Y3TaO7,Cmcm
34168,Y7Ta3O18,P-1
34169,Y11Ta5O28,P-1
34170,Y11Ta5O28,C2/m
34171,Y11Ta5O28,Pm
34172,Y3TaO7,P1
34173,YTaO4,P2/c
34174,YTaO4,C2/c
34175,Y3TaO7,Cmme
34176,YTa3O9,P2_1/m
34177,YTa3O9,Pnma
34178,YTa3O9,P1
34179,YTa7O19,P-6c2
34180,Y6WO12,R-3
34181,Y10W2O21,Pbcn
34182,Y2WO6,P2/c
34183,Y2WO6,P2_12_12_1
34184,Y2WO6,Pmmn
34185,Y2W2O9,P2_1/c
34186,Y2W2O7,C2/m
34187,Y2W2O9,C222_1
34188,Y2W2O9,P-1
34189,Y2W2O9,Pbcn
34190,Y2(WO4)3,Pbcn
34191,YWO3,Pnma
34192,YWO3,P6_3cm
34193,YWO3,P6_3/mmc
34194,YW3O8,P2/c
34195,YW3O8,P-1
34196,YWO3,Pm-3m
34197,Y(WO2)2,C2/c
34198,Y(WO2)2,R-3m
34199,YWO2,I4_1/amd
34200,Y7ReO14,Pnnm
34201,Y7ReO14,R-3m
34202,Y5(ReO6)2,C2/m
34203,Y3ReO8,P2_1/c
34204,Y2ReO5,P4/n
34205,YOsO3,Pm-3m
34206,Y2Ir2O7,Fd-3m
34207,Y2Pt2O7,Fd-3m
34208,YAuO2,P6_3/mmc
34209,Y2HgO4,C2/m
34210,Y2HgO4,Fd-3m
34211,Y2Hg2O5,Pna2_1
34212,Y2Hg2O5,P-1
34213,YTlO2,R-3m
34214,Y2Pb2O7,Fd-3m
34215,Y2BiO2,I4/mmm
34216,YBiO3,R3c
34217,YBiO3,R-3
34218,YBiO3,P6_3cm
34219,YBiO3,P6_3/mmc
34220,YBiO3,Pnma
34221,Y2Bi2O7,P2_1
34222,Y2Bi2O7,Fd-3m
34223,Y2Bi2O7,C2/m
34224,Y(BiO2)3,R-3
34225,Y(Bi3O5)4,I23
34226,Y(Bi5O8)3,Pm
34227,YBiO3,Pm-3m
34228,YBiO12,Fd-3m
34229,Y2Th8O19,Pmm2
34230,Y2Th8O19,P-4m2
34231,Y2Th8O19,C2
34232,YTh9O20,P-1
34233,Y2Th5O13,R3m
34234,YTh4O10,I4/m
34235,YPaO4,I4_1/amd
34236,YPaO4,P4/mmm
34237,Y6UO12,R-3
34238,Y5U2O12,P1
34239,Y3U2O10,C2/m
34240,Y9U5O28,P-1
34241,YUO4,P4/mmm
34242,Y10U4O27,P1
34243,YUO4,I4_1/amd
34244,YU2O6,Immm
34245,Y2U3O11,Immm
34246,Zr6Nb2O17,C2
34247,ZrNbO4,C2/c
34248,Zr(MoO4)2,P-3m1
34249,Zr(MoO4)2,Pmn2_1
34250,Zr(MoO4)2,P-31c
34251,Zr(MoO4)2,C2/m
34252,Zr(MoO4)2,C2/c
34253,ZrMo2O11,I4_1cd
34254,Zr9Mo4O3,P6_3/mmc
34255,Zr4Pd2O,Fd-3m
34256,Zr4CdO9,C2/m
34257,ZrCdO3,Pm-3m
34258,ZrIn2O5,Pnma
34259,Zr5Sn3O,P6_3/mcm
34260,Zr5Sb3O,P6_3/mcm
34261,ZrTe3O8,Ia-3
34262,Zr(IO3)4,P4/n
34263,Cs2ZrO3,Cmcm
34264,Cs4ZrO4,P2_1/c
34265,Ba2Zr7O16,R-3
34266,BaZrO3,Pm-3m
34267,BaZrO3,I4/mcm
34268,Ba3Zr2O7,I4/mmm
34269,Ba2ZrO4,I4/mmm
34270,Ba4ZrO6,R-3c
34271,Ba6ZrO8,Fm-3m
34272,Ba2ZrO6,P4/mmm
34273,La2Zr2O7,Fd-3m
34274,LaZr9O20,P1
34275,LaZr9O20,P-1
34276,La2Zr2O7,Pmma
34277,LaZrO3,Pm-3m
34278,Ce7ZrO16,P4/mmm
34279,Ce4ZrO10,R-3m
34280,Ce4ZrO10,I4/mmm
34281,Ce3ZrO8,C2/c
34282,Ce3ZrO8,P-4m2
34283,Ce2ZrO6,P-3m1
34284,Ce5Zr3O16,C222
34285,Ce2ZrO6,Immm
34286,Ce2ZrO6,C2
34287,Ce2ZrO6,I4/mmm
34288,CeZrO4,P4/nbm
34289,Ce2Zr2O7,Fd-3m
34290,Ce3Zr5O16,C222
34291,CeZrO4,R-3m
34292,CeZrO4,P2_13
34293,CeZr11O24,P1
34294,CeZrO4,Fd-3m
34295,CeZr7O16,P1
34296,CeZr3O8,P1
34297,CeZr3O8,C2/c
34298,CeZr3O8,Amm2
34299,CeZr2O6,P-3m1
34300,CeZr7O16,P-4m2
34301,CeZr7O16,Cm
34302,CeZr9O20,P1
34303,CeZr6O14,Pmm2
34304,CeZr4O10,I4/mmm
34305,Pr2Zr2O7,Fd-3m
34306,Nd2Zr2O7,Fd-3m
34307,NdZr9O20,P1
34308,Nd2Zr8O19,Pmm2
34309,NdZr9O20,P-1
34310,Nd2Zr2O7,Pmma
34311,Nd12Zr12O37,P1
34312,Nd16Zr16O49,P1
34313,NdZrO3,I-4m2
34314,NdZrO3,Pbam
34315,NdZrO3,C2/m
34316,Sm2Zr2O7,Fd-3m
34317,Sm2Zr2O7,C2/m
34318,Sm2Zr2O7,P2_1
34319,Sm2Zr2O7,P2_1/c
34320,Sm2Zr8O19,P-4m2
34321,Sm2Zr8O19,Pmm2
34322,Sm4ZrO8,Immm
34323,SmZr4O9,Imm2
34324,Sm2Zr2O7,Pmma
34325,EuZr4O9,Imm2
34326,EuZrO3,Pnma
34327,EuZrO3,P2_13
34328,EuZrO3,Pm-3m
34329,Eu2Zr2O7,Fd-3m
34330,Eu2ZrO4,I4/mmm
34331,Eu2Zr2O7,Pmma
34332,Gd2Zr2O7,Fd-3m
34333,Gd2Zr2O7,P2_1/c
34334,Gd2Zr2O7,Pmna
34335,Gd8Zr7O26,C2/m
34336,Gd2Zr2O7,Imma
34337,Gd2Zr2O7,P1
34338,GdZrO3,Pm-3m
34339,Tb2Zr2O7,Fd-3m
34340,Tb2Zr2O7,P4_2/ncm
34341,Tb2Zr2O7,P4_12_12
34342,Tb2Zr8O19,P-4m2
34343,TbZr4O10,I4/m
34344,Dy2Zr2O7,Fd-3m
34345,Dy2Zr2O7,P2_1
34346,Dy2Zr2O7,P4_12_12
34347,Dy2Zr2O7,Pmma
34348,Dy2Zr8O19,P-4m2
34349,DyZr4O9,Imm2
34350,Ho4Zr3O12,P-1
34351,Ho2Zr2O7,P2_1
34352,Ho2Zr2O7,Fd-3m
34353,Ho2Zr2O7,Pmma
34354,Ho2Zr8O19,P-4m2
34355,Er4Zr3O12,P-1
34356,Er2Zr2O7,C2/m
34357,Er2Zr2O7,Fd-3m
34358,Er2Zr2O7,Pmma
34359,Er2Zr8O19,P-4m2
34360,Tm4Zr3O12,P-1
34361,Tm2Zr2O7,Fd-3m
34362,Tm2Zr8O19,P-4m2
34363,Yb2Zr8O19,P-4m2
34364,Yb4Zr3O12,P1
34365,Yb4Zr3O12,P-1
34366,Yb2Zr2O7,Pmma
34367,Lu4Zr3O12,P-1
34368,HfZrO4,P2_1/c
34369,HfZrO4,Cmmm
34370,HfZrO4,I4_1/a
34371,HfZrO4,Cm
34372,HfZrO4,P2_13
34373,Zr(WO4)2,P2_12_12_1
34374,Zr(WO4)2,P2_13
34375,ZrW2O11,I4_1cd
34376,Zr9W4O3,P6_3/mmc
34377,Zr9Re4O3,P6_3/mmc
34378,ZrOsO3,Pm-3m
34379,ZrHgO3,Pm-3m
34380,ZrTlO3,Pm-3m
34381,ZrPbO3,Pbam
34382,ZrPbO3,Pba2
34383,ZrPbO3,Amm2
34384,ZrPbO3,Pnma
34385,ZrPbO3,Pm-3m
34386,Zr2Bi2O7,P2_1
34387,Zr2Bi2O7,Fd-3m
34388,ZrBiO4,P-1
34389,ZrBiO4,I4_1/a
34390,ZrU4O10,P1
34391,ZrU9O20,P-1
34392,ZrU4O10,C2/m
34393,ZrU4O10,R-3m
34394,Zr3U7O20,Cm
34395,ZrUO4,R-3m
34396,NbMoO4,Cmmm
34397,Nb2MoO8,C2/c
34398,NbRhO4,I4_1md
34399,NbRhO4,Cmmm
34400,Nb3AgO8,Ibam
34401,Nb4Ag2O11,R3
34402,Nb4Ag2O11,R3c
34403,Nb4Ag2O11,Cc
34404,Nb4Ag2O11,R-3c
34405,NbAgO3,Pbcm
34406,NbAgO3,Pmc2_1
34407,NbAgO3,Cmcm
34408,NbAgO3,P4/mbm
34409,NbAgO3,Cmmm
34410,NbAgO3,Pm-3m
34411,NbAgO2,Cmmm
34412,Nb6CdO16,Pmc2_1
34413,Nb2CdO6,Pbcn
34414,Nb2Cd2O7,Ima2
34415,Nb2Cd2O7,Fd-3m
34416,NbInO4,P2/c
34417,Nb2SnO6,C2/c
34418,Nb2Sn2O7,Fd-3m
34419,Nb2SbO6,C2/c
34420,NbSbO4,Pna2_1
34421,NbSbO4,Pnna
34422,Nb3Sb3O13,Cm
34423,NbSb3O8,P1
34424,NbSb3O8,Pc
34425,Nb2TeO8,C2/c
34426,Nb2Te3O11,P2_12_12
34427,Nb2Te4O13,P-1
34428,NbIO2,Pnma
34429,NbI2O,C2
34430,NbI3O,C2
34431,Cs2Nb4O11,Pnna
34432,CsNbO3,P2_1/c
34433,CsNbO3,Pm-3m
34434,Ba5Nb4O15,P-3m1
34435,Ba3Nb2O8,R-3m
34436,BaNb2O6,P2_1/c
34437,BaNb2O6,C222_1
34438,Ba3Nb5O15,P4/mbm
34439,Ba8Nb7O24,P3m1
34440,Ba9Nb10O30,P-1
34441,Ba13Nb14O42,P-1
34442,Ba4Nb2O9,P-3m1
34443,BaNb2O6,Pmma
34444,BaNbO3,Pm-3m
34445,Ba5Nb2O10,Cmc2_1
34446,Ba4Nb3O12,P6_3mc
34447,BaNb4O11,P6_322
34448,Ba5Nb5O14,P2/m
34449,Ba2Nb15O32,R-3
34450,Ba5Nb2O11,C2/c
34451,BaNb6O17,Immm
34452,Ba2Nb5O9,P4/mmm
34453,BaNb8O14,Cmc2_1
34454,BaNb8O14,Pbca
34455,BaNb8O14,Pbam
34456,BaNb8O14,P2_1/c
34457,Ba4Nb14O23,Cmmm
34458,BaNb5O8,P4/m
34459,Ba4Nb25O40,P2/m
34460,BaNb4O6,P4/mmm
34461,Ba3Nb16O23,Cmmm
34462,Ba2Nb8O11,I4/mmm
34463,BaNb7O9,P4/mmm
34464,BaNb4O14,R-3m
34465,La3NbO7,Pnma
34466,La3NbO7,Cmcm
34467,LaNbO4,I4_1/a
34468,LaNbO4,C2/c
34469,La3Nb8O24,C2/m
34470,LaNb3O9,Cm
34471,LaNb5O14,Pbcm
34472,LaNb7O19,P321
34473,LaNb2O7,P4/mmm
34474,LaNb7O12,P2_1/c
34475,LaNb8O14,Pbam
34476,LaNbO2,I4_1/amd
34477,CeNbO4,C2/c
34478,CeNbO4,I4_1/a
34479,CeNb3O9,P-1
34480,CeNb3O9,C2/m
34481,Pr3NbO7,Cmcm
34482,PrNbO4,C2/c
34483,PrNb3O9,P2_1/c
34484,PrNb5O14,Pmmn
34485,Pr2Nb11O30,P-62c
34486,PrNb4O12,Amm2
34487,PrNbO3,Pm-3m
34488,Nd3NbO7,Pnma
34489,Nd3NbO7,Cmcm
34490,NdNbO4,C2/c
34491,NdNb3O9,P2_1/c
34492,NdNb3O9,P-1
34493,NdNb4O12,Amm2
34494,NdNbO2,I4_1/amd
34495,Sm3NbO7,P-1
34496,Sm3NbO7,C222_1
34497,Sm3NbO7,Cmcm
34498,Sm3NbO7,Pnma
34499,SmNbO4,C2/c
34500,SmNbO2,I4_1/amd
34501,Eu5Nb4O15,P-3m1
34502,EuNb2O6,P2_1/c
34503,Eu3NbO7,C222_1
34504,Eu3NbO7,Cmcm
34505,EuNbO4,C2/c
34506,EuNbO3,Imma
34507,EuNbO3,Pm-3m
34508,Eu2Nb4O13,P1
34509,Eu2Nb5O9,P4/mmm
34510,Eu3NbO7,P2_12_12_1
34511,EuNb8O14,Pbam
34512,Gd3NbO7,Pnma
34513,Gd3NbO7,P-1
34514,Gd3NbO7,C222_1
34515,Gd3NbO7,Cmcm
34516,Gd3NbO7,Pc
34517,GdNbO4,C2/c
34518,Gd3NbO7,Cmme
34519,Tb3NbO7,C222_1
34520,Tb3NbO7,Pnma
34521,Tb3NbO7,Cmcm
34522,TbNbO4,C2/c
34523,TbNbO4,P4/nbm
34524,TbNbO4,P2_1/c
34525,TbNbO4,I4_1/amd
34526,Tb2Nb2O7,Fd-3m
34527,Tb4Nb4O11,Pbam
34528,Dy3NbO7,P1
34529,DyNbO4,C2/c
34530,DyNbO4,I4_1/a
34531,DyNbO4,P2/c
34532,Dy3NbO7,Cmme
34533,DyNbO4,C2/m
34534,DyNbO4,I4_1/amd
34535,Dy2Nb2O7,Fd-3m
34536,HoNbO4,C2/c
34537,ErNbO4,C2/c
34538,ErNbO4,P2/c
34539,Er2Nb2O7,Fd-3m
34540,ErNbO2,I4_1/amd
34541,TmNbO4,C2/c
34542,Tm2Nb2O7,Fd-3m
34543,YbNbO3,Pm-3m
34544,YbNbO4,C2/c
34545,Lu3NbO7,Pc
34546,Lu3NbO7,Cmme
34547,LuNbO4,C2/c
34548,LuNbO4,P2/c
34549,LuNbO4,C2/m
34550,Lu2Nb2O7,Fd-3m
34551,HfNbO4,C2/c
34552,TaNbO5,Pnma
34553,TaNbO5,P2_1/c
34554,Ta2Nb3O12,P2_1/c
34555,Nb12WO33,P1
34556,Nb12WO33,C2
34557,Nb2WO8,C2/c
34558,NbWO7,Ima2
34559,Nb2ReO8,C2/c
34560,Nb4ReO4,P-1
34561,Nb5Pt3O,P6_3/mcm
34562,Nb2Hg2O7,Fd-3m
34563,NbTlO3,P1
34564,NbTlO3,Cc
34565,Nb8Tl8O25,Cm
34566,Nb3Tl3O10,I4_1/amd
34567,Nb16Tl16O53,I-42m
34568,NbTlO3,Pm-3m
34569,Nb4Tl4O13,F-43m
34570,Nb2Tl2O7,Fd-3m
34571,Nb2TlO7,Imma
34572,Nb2PbO6,R-3
34573,Nb2PbO6,R3
34574,Nb2PbO6,R3m
34575,Nb2PbO6,Pm
34576,Nb2PbO6,Ama2
34577,Nb4Pb3O13,Pmma
34578,Nb4Pb3O13,R3m
34579,Nb8Pb6O25,C2
34580,Nb2Pb2O7,Fd-3m
34581,Nb10Pb14O39,Amm2
34582,Nb13(Pb3O10)5,R3m
34583,Nb10Pb14O39,P2_1
34584,Nb6(Pb2O5)5,P1
34585,Nb6(Pb2O5)5,Pm
34586,Nb2Pb3O8,P2
34587,NbBiO4,P-1
34588,NbBiO4,Pnna
34589,NbBiO4,C2
34590,Nb3(BiO3)5,Pnc2
34591,NbBi3O7,Cm
34592,NbBiO3,Pm-3m
34593,NbBi3O7,P1
34594,NbBi7O13,P1
34595,Nb16Bi47O111,C2
34596,ThNb4O12,Immm
34597,ThNb4O12,Pmmn
34598,ThNb4O12,Pmm2
34599,ThNb4O12,I4/mmm
34600,UNb2O7,Cmcm
34601,UNb3O10,Fddd
34602,U2Nb6O21,C2/c
34603,UNb6O16,C2
34604,UNb4O12,I4/mmm
34605,Mo(RhO3)2,P4_2/mnm
34606,Ag6Mo10O33,P-1
34607,Ag2Mo2O7,P-1
34608,Ag2Mo2O7,P2_1/c
34609,AgMoO4,I4_1/a
34610,Ag2MoO4,Fd-3m
34611,Ag2(MoO4)3,Pnma
34612,CdMoO4,I4_1/a
34613,Cd2Mo3O8,P6_3mc
34614,CdMoO2,I4_1/amd
34615,In2(MoO4)3,P2_1/c
34616,In5(Mo9O14)2,P2_1/c
34617,SnMo5O8,P2_1/c
34618,Sn(Mo2O3)2,P4/mbm
34619,Sb2Mo10O31,Pma2
34620,Sb2MoO6,P-1
34621,Sb(MoO4)2,C2/c
34622,TeMo5O16,P2_1/c
34623,Te2MoO7,P2_1/c
34624,Te3Mo5O18,C2
34625,Cs2MoO4,Pnma
34626,Cs2Mo3O10,C2/c
34627,Cs2Mo4O13,P-1
34628,Cs2Mo5O16,C2/c
34629,Cs(MoO3)3,C2/m
34630,Cs2Mo7O22,C2/c
34631,CsMoO3,Pm-3m
34632,Cs2Mo2O11,P-1
34633,Cs2MoO8,P2_1/c
34634,BaMoO4,I4_1/a
34635,Ba3MoO6,Fm-3m
34636,BaMoO3,Pm-3m
34637,BaMo3O10,P2_1/c
34638,Ba2Mo3O7,Pmmm
34639,BaMoO2,I4_1/amd
34640,Ba(Mo3O5)2,P1
34641,Ba(Mo3O5)2,Pnma
34642,Ba3(Mo9O14)2,P2_1
34643,Ba(MoO2)4,P-31m
34644,BaMo4O15,Pbcn
34645,BaMo4O7,P6_3mc
34646,La3MoO7,P2_12_12_1
34647,La3MoO7,Pnma
34648,La2MoO6,I4_1/acd
34649,La2MoO5,I4/m
34650,La4Mo2O11,P4_2/n
34651,La2MoO6,P2_1/c
34652,La2MoO6,I-42m
34653,La2MoO6,R-3
34654,La3(MoO5)2,P1
34655,La5(MoO4)4,P-1
34656,La7Mo7O30,R-3
34657,La2Mo2O7,Pnnm
34658,La2Mo2O9,P1
34659,La5(Mo2O7)3,P2_12_12_1
34660,La6Mo8O33,P2_1
34661,La2(MoO4)3,C2/c
34662,La16(Mo3O8)7,P2_1/c
34663,La4Mo7O27,Pca2_1
34664,La2Mo4O15,P2_1/c
34665,LaMoO5,P2_1/c
34666,LaMo2O5,P6_3mc
34667,La4(MoO4)9,I-43d
34668,La(Mo4O7)2,Pbcn
34669,La5(Mo16O27)2,P2_1/c
34670,La(Mo4O7)2,P1
34671,LaMoO2,I4_1/amd
34672,LaMo5O8,P2_1/c
34673,Ce3MoO7,P2_12_12_1
34674,Ce2(MoO4)3,C2/c
34675,Ce2Mo4O15,P-1
34676,CeMoO2,I4_1/amd
34677,CeMo5O8,P2_1/c
34678,Pr3MoO7,P2_12_12_1
34679,Pr2MoO6,C2/c
34680,Pr5Mo3O16,Pn-3n
34681,Pr2(MoO4)3,P-42_1m
34682,Pr2(MoO4)3,Pba2
34683,Pr2(MoO4)3,C2/c
34684,Pr16(Mo3O8)7,P2_1/c
34685,Pr2Mo4O15,P-1
34686,PrMoO5,P2_1/c
34687,Pr(MoO3)2,P1
34688,Pr4(MoO2)9,Cm
34689,Pr(MoO2)6,I4/m
34690,Pr5(Mo16O27)2,P2_1/c
34691,Pr2Mo15O28,P1
34692,PrMo5O8,P2_1/c
34693,Nd3MoO7,P2_12_12_1
34694,Nd2MoO6,I4_1/acd
34695,Nd5Mo3O16,Pn-3n
34696,Nd2Mo2O7,Fd-3m
34697,Nd2Mo2O7,I4_1/a
34698,Nd2(MoO4)3,C2/c
34699,Nd6Mo10O39,C2/c
34700,Nd16(Mo3O8)7,P2_1/c
34701,Nd2Mo4O15,P-1
34702,NdMoO5,P2_1/c
34703,Nd(MoO2)6,I4/m
34704,Nd4Mo31O56,P1
34705,Nd5(Mo16O27)2,P2_1/c
34706,NdMoO2,I4_1/amd
34707,Nd(Mo4O7)2,Aea2
34708,NdMo5O8,P2_1/c
34709,Nd2Mo8O45,P-1
34710,Sm3MoO7,P2_12_12_1
34711,Sm2MoO6,C2/c
34712,Sm4Mo4O11,Pbam
34713,Sm2Mo2O7,Fd-3m
34714,Sm2(MoO4)3,C2/c
34715,Sm2Mo2O7,Pmn2_1
34716,Sm2Mo2O7,Pnma
34717,Sm2Mo4O15,P-1
34718,SmMoO5,P2_1/c
34719,SmMo5O8,P2_1/c
34720,Sm(Mo4O7)2,Aea2
34721,Sm2Mo8O45,P-1
34722,Eu3MoO7,P2_12_12_1
34723,Eu3MoO7,Cmcm
34724,Eu5(MoO6)2,C2/m
34725,Eu2MoO6,C2/c
34726,Eu2Mo2O7,Fd-3m
34727,EuMoO4,I4_1/a
34728,EuMoO3,Pm-3m
34729,EuMoO2,I4_1/amd
34730,Eu2(MoO4)3,Pba2
34731,Eu2(MoO4)3,C2/c
34732,Eu6Mo10O39,C2/c
34733,Eu2Mo5O18,Pbcn
34734,EuMoO5,P2_1/c
34735,Eu4Mo4O11,Pbam
34736,Gd3MoO7,P2_12_12_1
34737,Gd2MoO6,C2/c
34738,Gd4Mo4O11,Pbam
34739,Gd2(MoO4)3,Pba2
34740,Gd2(MoO4)3,P-42_1m
34741,Gd2(MoO4)3,C2/c
34742,Gd2Mo2O7,Fd-3m
34743,Gd6Mo10O39,C2/c
34744,Gd4Mo7O27,C2/c
34745,Gd2Mo4O15,P-1
34746,Gd2Mo5O18,Pbcn
34747,GdMoO5,P2_1/c
34748,Tb5(MoO6)2,C2/m
34749,Tb2MoO6,C2/c
34750,Tb2Mo2O7,Fd-3m
34751,Tb4Mo4O11,Pbam
34752,Tb2(MoO4)3,Pba2
34753,Tb2(MoO4)3,P-42_1m
34754,Tb2Mo4O15,P2_1/c
34755,TbMoO5,P2_1/c
34756,Dy5(MoO6)2,C2/m
34757,Dy2MoO6,C2/c
34758,Dy2Mo2O7,Fd-3m
34759,Dy4Mo4O11,Pbam
34760,Dy2(MoO4)3,P-42_1m
34761,Dy2(MoO4)3,Pba2
34762,Dy2(MoO4)3,C2/c
34763,Dy2Mo4O15,P2_1/c
34764,DyMoO5,P2_1/c
34765,Dy2Mo8O33,P2_1
34766,Ho5(MoO6)2,C2/m
34767,Ho2MoO6,C2/c
34768,Ho4Mo4O11,Pbam
34769,Ho2(MoO4)3,P-42_1m
34770,Ho2(MoO4)3,Pba2
34771,Ho2Mo4O15,P2_1/c
34772,HoMoO5,P2_1/c
34773,Ho(MoO3)2,Pm
34774,Er5(MoO6)2,C2/m
34775,Er2MoO6,C2/c
34776,Er4Mo4O11,Pbam
34777,Er2Mo4O15,P2_1/c
34778,Tm2MoO6,C2/c
34779,Tm4Mo4O11,Pbam
34780,Tm2Mo4O15,P2_1/c
34781,YbMoO4,I4_1/a
34782,Yb2MoO6,C2/c
34783,Yb2Mo4O15,P2_1/c
34784,YbMoO5,P2_1/c
34785,Lu2MoO6,C2/c
34786,Lu4Mo4O11,P2/m
34787,Lu2(MoO4)3,Pbcn
34788,Lu2Mo4O15,P2_1/c
34789,Hf(MoO4)2,P-31c
34790,Hf(MoO4)2,C2/c
34791,Hf9Mo4O3,P6_3/mmc
34792,Ta12MoO33,C2
34793,Ta2Mo2O11,R-3m
34794,Ta2MoO8,C2/c
34795,Ta2Mo2O5,P4/mmm
34796,MoWO6,Cm
34797,MoWO6,P2_1/c
34798,Mo(WO4)2,P2/c
34799,Mo(WO4)2,P-1
34800,Mo2W2O5,P4/mmm
